"package"	"afmfile"	"fontfile"	"FullName"	"FamilyName"	"FontName"	"Bold"	"Italic"	"Symbol"	"afmsymfile"
"351"	NA	"NotoSerifDisplay-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifDisplay-Bold.ttf"	"Noto Serif Display Bold"	"Noto Serif Disp"	"NotoSerifDisplay-Bold"	TRUE	FALSE	FALSE	NA
"352"	NA	"NotoSerifDisplay-BoldItalic.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifDisplay-BoldItalic.ttf"	"Noto Serif Display Bold Italic"	"Noto Serif Disp"	"NotoSerifDisplay-BoldItalic"	TRUE	TRUE	FALSE	NA
"353"	NA	"NotoSerifDisplay-Italic.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifDisplay-Italic.ttf"	"Noto Serif Display Italic"	"Noto Serif Disp"	"NotoSerifDisplay-Italic"	FALSE	TRUE	FALSE	NA
"354"	NA	"NotoSerifDisplay-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifDisplay-Regular.ttf"	"Noto Serif Display Regular"	"Noto Serif Disp"	"NotoSerifDisplay-Regular"	FALSE	FALSE	FALSE	NA
"355"	NA	"NotoSerifEthiopic-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifEthiopic-Bold.ttf"	"Noto Serif Ethiopic Bold"	"Noto Serif Ethiopic"	"NotoSerifEthiopic-Bold"	TRUE	FALSE	FALSE	NA
"356"	NA	"NotoSerifEthiopic-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifEthiopic-Regular.ttf"	"Noto Serif Ethiopic Regular"	"Noto Serif Ethiopic"	"NotoSerifEthiopic-Regular"	FALSE	FALSE	FALSE	NA
"357"	NA	"NotoSerifGeorgian-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifGeorgian-Bold.ttf"	"Noto Serif Georgian Bold"	"Noto Serif Georgian"	"NotoSerifGeorgian-Bold"	TRUE	FALSE	FALSE	NA
"358"	NA	"NotoSerifGeorgian-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifGeorgian-Regular.ttf"	"Noto Serif Georgian Regular"	"Noto Serif Georgian"	"NotoSerifGeorgian-Regular"	FALSE	FALSE	FALSE	NA
"359"	NA	"NotoSerifGujarati-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifGujarati-Regular.ttf"	"Noto Serif Gujarati"	"Noto Serif Gujarati"	"NotoSerifGujarati"	FALSE	FALSE	FALSE	NA
"360"	NA	"NotoSerifGujarati-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifGujarati-Bold.ttf"	"Noto Serif Gujarati Bold"	"Noto Serif Gujarati"	"NotoSerifGujarati-Bold"	TRUE	FALSE	FALSE	NA
"361"	NA	"NotoSerifHebrew-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifHebrew-Bold.ttf"	"Noto Serif Hebrew Bold"	"Noto Serif Hebrew"	"NotoSerifHebrew-Bold"	TRUE	FALSE	FALSE	NA
"362"	NA	"NotoSerifHebrew-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifHebrew-Regular.ttf"	"Noto Serif Hebrew Regular"	"Noto Serif Hebrew"	"NotoSerifHebrew-Regular"	FALSE	FALSE	FALSE	NA
"363"	NA	"NotoSerif-Italic.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerif-Italic.ttf"	"Noto Serif Italic"	"Noto Serif"	"NotoSerif-Italic"	FALSE	TRUE	FALSE	NA
"364"	NA	"NotoSerifKannada-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifKannada-Regular.ttf"	"Noto Serif Kannada"	"Noto Serif Kannada"	"NotoSerifKannada"	FALSE	FALSE	FALSE	NA
"365"	NA	"NotoSerifKannada-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifKannada-Bold.ttf"	"Noto Serif Kannada Bold"	"Noto Serif Kannada"	"NotoSerifKannada-Bold"	TRUE	FALSE	FALSE	NA
"366"	NA	"NotoSerifKhmer-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifKhmer-Bold.ttf"	"Noto Serif Khmer Bold"	"Noto Serif Khmer"	"NotoSerifKhmer-Bold"	TRUE	FALSE	FALSE	NA
"367"	NA	"NotoSerifKhmer-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifKhmer-Regular.ttf"	"Noto Serif Khmer Regular"	"Noto Serif Khmer"	"NotoSerifKhmer-Regular"	FALSE	FALSE	FALSE	NA
"368"	NA	"NotoSerifLao-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifLao-Bold.ttf"	"Noto Serif Lao Bold"	"Noto Serif Lao"	"NotoSerifLao-Bold"	TRUE	FALSE	FALSE	NA
"369"	NA	"NotoSerifLao-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifLao-Regular.ttf"	"Noto Serif Lao Regular"	"Noto Serif Lao"	"NotoSerifLao-Regular"	FALSE	FALSE	FALSE	NA
"370"	NA	"NotoSerifMalayalam-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifMalayalam-Regular.ttf"	"Noto Serif Malayalam"	"Noto Serif Malayalam"	"NotoSerifMalayalam"	FALSE	FALSE	FALSE	NA
"371"	NA	"NotoSerifMalayalam-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifMalayalam-Bold.ttf"	"Noto Serif Malayalam Bold"	"Noto Serif Malayalam"	"NotoSerifMalayalam-Bold"	TRUE	FALSE	FALSE	NA
"372"	NA	"NotoSerifMyanmar-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifMyanmar-Bold.ttf"	"Noto Serif Myanmar Bold"	"Noto Serif Myanmar"	"NotoSerifMyanmar-Bold"	TRUE	FALSE	FALSE	NA
"373"	NA	"NotoSerifMyanmar-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifMyanmar-Regular.ttf"	"Noto Serif Myanmar Regular"	"Noto Serif Myanmar"	"NotoSerifMyanmar-Regular"	FALSE	FALSE	FALSE	NA
"374"	NA	"NotoSerif-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerif-Regular.ttf"	"Noto Serif Regular"	"Noto Serif"	"NotoSerif-Regular"	FALSE	FALSE	FALSE	NA
"375"	NA	"NotoSerifSinhala-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifSinhala-Bold.ttf"	"Noto Serif Sinhala Bold"	"Noto Serif Sinhala"	"NotoSerifSinhala-Bold"	TRUE	FALSE	FALSE	NA
"376"	NA	"NotoSerifSinhala-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifSinhala-Regular.ttf"	"Noto Serif Sinhala Regular"	"Noto Serif Sinhala"	"NotoSerifSinhala-Regular"	FALSE	FALSE	FALSE	NA
"377"	NA	"NotoSerifTamil-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifTamil-Bold.ttf"	"Noto Serif Tamil Bold"	"Noto Serif Tamil"	"NotoSerifTamil-Bold"	TRUE	FALSE	FALSE	NA
"378"	NA	"NotoSerifTamil-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifTamil-Regular.ttf"	"Noto Serif Tamil Regular"	"Noto Serif Tamil"	"NotoSerifTamil-Regular"	FALSE	FALSE	FALSE	NA
"379"	NA	"NotoSerifTelugu-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifTelugu-Regular.ttf"	"Noto Serif Telugu"	"Noto Serif Telugu"	"NotoSerifTelugu"	FALSE	FALSE	FALSE	NA
"380"	NA	"NotoSerifTelugu-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifTelugu-Bold.ttf"	"Noto Serif Telugu Bold"	"Noto Serif Telugu"	"NotoSerifTelugu-Bold"	TRUE	FALSE	FALSE	NA
"381"	NA	"NotoSerifThai-Bold.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifThai-Bold.ttf"	"Noto Serif Thai Bold"	"Noto Serif Thai"	"NotoSerifThai-Bold"	TRUE	FALSE	FALSE	NA
"382"	NA	"NotoSerifThai-Regular.afm.gz"	"/usr/share/fonts/truetype/noto/NotoSerifThai-Regular.ttf"	"Noto Serif Thai Regular"	"Noto Serif Thai"	"NotoSerifThai-Regular"	FALSE	FALSE	FALSE	NA
"383"	NA	"OpenSans-Regular.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-Regular.ttf"	"Open Sans"	"Open Sans"	"OpenSans"	FALSE	FALSE	FALSE	NA
"384"	NA	"OpenSans-Bold.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-Bold.ttf"	"Open Sans Bold"	"Open Sans"	"OpenSans-Bold"	TRUE	FALSE	FALSE	NA
"385"	NA	"OpenSans-BoldItalic.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-BoldItalic.ttf"	"Open Sans Bold Italic"	"Open Sans"	"OpenSans-BoldItalic"	TRUE	TRUE	FALSE	NA
"386"	NA	"OpenSans-CondBold.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-CondBold.ttf"	"Open Sans Condensed Bold"	"Open Sans Condensed"	"OpenSans-CondensedBold"	TRUE	FALSE	FALSE	NA
"387"	NA	"OpenSans-CondLight.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-CondLight.ttf"	"Open Sans Condensed Light"	"Open Sans Condensed Light"	"OpenSans-CondensedLight"	FALSE	FALSE	FALSE	NA
"388"	NA	"OpenSans-CondLightItalic.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-CondLightItalic.ttf"	"Open Sans Condensed Light Italic"	"Open Sans Condensed Light"	"OpenSans-CondensedLightItalic"	FALSE	TRUE	FALSE	NA
"389"	NA	"OpenSans-ExtraBold.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-ExtraBold.ttf"	"Open Sans Extrabold"	"Open Sans Extrabold"	"OpenSans-Extrabold"	FALSE	FALSE	FALSE	NA
"390"	NA	"OpenSans-ExtraBoldItalic.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-ExtraBoldItalic.ttf"	"Open Sans Extrabold Italic"	"Open Sans Extrabold"	"OpenSans-ExtraboldItalic"	FALSE	TRUE	FALSE	NA
"391"	NA	"OpenSans-Italic.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-Italic.ttf"	"Open Sans Italic"	"Open Sans"	"OpenSans-Italic"	FALSE	TRUE	FALSE	NA
"392"	NA	"OpenSans-Light.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-Light.ttf"	"Open Sans Light"	"Open Sans Light"	"OpenSans-Light"	FALSE	FALSE	FALSE	NA
"393"	NA	"OpenSans-LightItalic.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-LightItalic.ttf"	"Open Sans Light Italic"	"Open Sans Light"	"OpenSansLight-Italic"	FALSE	TRUE	FALSE	NA
"394"	NA	"OpenSans-Semibold.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-Semibold.ttf"	"Open Sans Semibold"	"Open Sans Semibold"	"OpenSans-Semibold"	FALSE	FALSE	FALSE	NA
"395"	NA	"OpenSans-SemiboldItalic.afm.gz"	"/usr/share/fonts/truetype/open-sans/OpenSans-SemiboldItalic.ttf"	"Open Sans Semibold Italic"	"Open Sans Semibold"	"OpenSans-SemiboldItalic"	FALSE	TRUE	FALSE	NA
"396"	NA	"opens___.afm.gz"	"/usr/share/fonts/truetype/openoffice/opens___.ttf"	"OpenSymbol"	"OpenSymbol"	"OpenSymbol"	FALSE	FALSE	TRUE	NA
"397"	NA	"Padauk-Bold.afm.gz"	"/usr/share/fonts/truetype/padauk/Padauk-Bold.ttf"	"Padauk Bold"	"Padauk"	"Padauk-Bold"	TRUE	FALSE	FALSE	NA
"398"	NA	"PadaukBook-Bold.afm.gz"	"/usr/share/fonts/truetype/padauk/PadaukBook-Bold.ttf"	"Padauk Book Bold"	"Padauk Book"	"PadaukBook-Bold"	TRUE	FALSE	FALSE	NA
"399"	NA	"PadaukBook-Regular.afm.gz"	"/usr/share/fonts/truetype/padauk/PadaukBook-Regular.ttf"	"Padauk Book"	"Padauk Book"	"PadaukBook-Regular"	FALSE	FALSE	FALSE	NA
"400"	NA	"Padauk-Regular.afm.gz"	"/usr/share/fonts/truetype/padauk/Padauk-Regular.ttf"	"Padauk"	"Padauk"	"Padauk-Regular"	FALSE	FALSE	FALSE	NA
"401"	NA	"padmaa.afm.gz"	"/usr/share/fonts/truetype/fonts-gujr-extra/padmaa.ttf"	"padmaa"	"padmaa"	"padmaa"	FALSE	FALSE	FALSE	NA
"402"	NA	"padmaa-Bold.1.1.afm.gz"	"/usr/share/fonts/truetype/fonts-gujr-extra/padmaa-Bold.1.1.ttf"	"padmaa-Bold.1.1"	"padmaa-Bold.1.1"	"padmaa-Bold-1-1"	TRUE	FALSE	FALSE	NA
"403"	NA	"padmaa-Medium-0.5.afm.gz"	"/usr/share/fonts/truetype/fonts-gujr-extra/padmaa-Medium-0.5.ttf"	"padmaa-medium"	"padmaa"	"padmaa-Medium"	FALSE	FALSE	FALSE	NA
"404"	NA	"Pagul.afm.gz"	"/usr/share/fonts/truetype/pagul/Pagul.ttf"	"Pagul"	"Pagul"	"Pagul"	FALSE	FALSE	FALSE	NA
"405"	NA	"Phetsarath_OT.afm.gz"	"/usr/share/fonts/truetype/lao/Phetsarath_OT.ttf"	"Phetsarath OT"	"Phetsarath OT"	"Phetsarath-OT-Modified-28-04-14-"	FALSE	FALSE	FALSE	NA
"406"	NA	"Pothana2000.afm.gz"	"/usr/share/fonts/truetype/fonts-telu-extra/Pothana2000.ttf"	"Pothana2000"	"Pothana2000"	"Pothana2000"	FALSE	FALSE	FALSE	NA
"407"	NA	"Purisa.afm.gz"	"/usr/share/fonts/truetype/tlwg/Purisa.ttf"	"Purisa"	"Purisa"	"Purisa"	FALSE	FALSE	FALSE	NA
"408"	NA	"Purisa-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/Purisa-Bold.ttf"	"Purisa Bold"	"Purisa"	"Purisa-Bold"	TRUE	FALSE	FALSE	NA
"409"	NA	"Purisa-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Purisa-BoldOblique.ttf"	"Purisa Bold Oblique"	"Purisa"	"Purisa-BoldOblique"	TRUE	TRUE	FALSE	NA
"410"	NA	"Purisa-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Purisa-Oblique.ttf"	"Purisa Oblique"	"Purisa"	"Purisa-Oblique"	FALSE	TRUE	FALSE	NA
"411"	NA	"Rachana-Bold.afm.gz"	"/usr/share/fonts/truetype/malayalam/Rachana-Bold.ttf"	"Rachana Bold"	"Rachana"	"Rachana-Bold"	TRUE	FALSE	FALSE	NA
"412"	NA	"Rachana-Regular.afm.gz"	"/usr/share/fonts/truetype/malayalam/Rachana-Regular.ttf"	"Rachana Regular"	"Rachana"	"Rachana-Regular"	FALSE	FALSE	FALSE	NA
"413"	NA	"RaghuMalayalamSans-Regular.afm.gz"	"/usr/share/fonts/truetype/malayalam/RaghuMalayalamSans-Regular.ttf"	"RaghuMalayalam Regular"	"RaghuMalayalam"	"RaghuMalayalamSans-Regular"	FALSE	FALSE	FALSE	NA
"414"	NA	"Rekha.afm.gz"	"/usr/share/fonts/truetype/fonts-gujr-extra/Rekha.ttf"	"Rekha"	"Rekha"	"Rekha"	FALSE	FALSE	FALSE	NA
"415"	NA	"Roboto-Black.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Black.ttf"	"Roboto Black"	"Roboto"	"Roboto-Black"	FALSE	FALSE	FALSE	NA
"416"	NA	"Roboto-BlackItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-BlackItalic.ttf"	"Roboto Black Italic"	"Roboto"	"Roboto-BlackItalic"	FALSE	TRUE	FALSE	NA
"417"	NA	"Roboto-Bold.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Bold.ttf"	"Roboto Bold"	"Roboto"	"Roboto-Bold"	TRUE	FALSE	FALSE	NA
"418"	NA	"Roboto-BoldItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-BoldItalic.ttf"	"Roboto Bold Italic"	"Roboto"	"Roboto-BoldItalic"	TRUE	TRUE	FALSE	NA
"419"	NA	"RobotoCondensed-Bold.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/RobotoCondensed-Bold.ttf"	"Roboto Condensed Bold"	"Roboto Condensed"	"RobotoCondensed-Bold"	TRUE	FALSE	FALSE	NA
"420"	NA	"RobotoCondensed-BoldItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/RobotoCondensed-BoldItalic.ttf"	"Roboto Condensed Bold Italic"	"Roboto Condensed"	"RobotoCondensed-BoldItalic"	TRUE	TRUE	FALSE	NA
"421"	NA	"RobotoCondensed-Italic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/RobotoCondensed-Italic.ttf"	"Roboto Condensed Italic"	"Roboto Condensed"	"RobotoCondensed-Italic"	FALSE	TRUE	FALSE	NA
"422"	NA	"RobotoCondensed-Light.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/RobotoCondensed-Light.ttf"	"Roboto Condensed Light"	"Roboto Condensed"	"RobotoCondensed-Light"	FALSE	FALSE	FALSE	NA
"423"	NA	"RobotoCondensed-LightItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/RobotoCondensed-LightItalic.ttf"	"Roboto Condensed Light Italic"	"Roboto Condensed"	"RobotoCondensed-LightItalic"	FALSE	TRUE	FALSE	NA
"424"	NA	"RobotoCondensed-Regular.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/RobotoCondensed-Regular.ttf"	"Roboto Condensed Regular"	"Roboto Condensed"	"RobotoCondensed-Regular"	FALSE	FALSE	FALSE	NA
"425"	NA	"Roboto-Italic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Italic.ttf"	"Roboto Italic"	"Roboto"	"Roboto-Italic"	FALSE	TRUE	FALSE	NA
"426"	NA	"Roboto-Light.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Light.ttf"	"Roboto Light"	"Roboto"	"Roboto-Light"	FALSE	FALSE	FALSE	NA
"427"	NA	"Roboto-LightItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-LightItalic.ttf"	"Roboto Light Italic"	"Roboto"	"Roboto-LightItalic"	FALSE	TRUE	FALSE	NA
"428"	NA	"Roboto-Medium.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Medium.ttf"	"Roboto Medium"	"Roboto"	"Roboto-Medium"	FALSE	FALSE	FALSE	NA
"429"	NA	"Roboto-MediumItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-MediumItalic.ttf"	"Roboto Medium Italic"	"Roboto"	"Roboto-MediumItalic"	FALSE	TRUE	FALSE	NA
"430"	NA	"Roboto-Regular.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Regular.ttf"	"Roboto Regular"	"Roboto"	"Roboto-Regular"	FALSE	FALSE	FALSE	NA
"431"	NA	"Roboto-Thin.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-Thin.ttf"	"Roboto Thin"	"Roboto"	"Roboto-Thin"	FALSE	FALSE	FALSE	NA
"432"	NA	"Roboto-ThinItalic.afm.gz"	"/usr/share/fonts/truetype/roboto/hinted/Roboto-ThinItalic.ttf"	"Roboto Thin Italic"	"Roboto"	"Roboto-ThinItalic"	FALSE	TRUE	FALSE	NA
"433"	NA	"Saab.afm.gz"	"/usr/share/fonts/truetype/fonts-guru-extra/Saab.ttf"	"Saab"	"Saab"	"Saab"	FALSE	FALSE	FALSE	NA
"434"	NA	"sahadeva.afm.gz"	"/usr/share/fonts/truetype/Sahadeva/sahadeva.ttf"	"Sahadeva"	"Sahadeva"	"Sahadeva"	FALSE	FALSE	FALSE	NA
"435"	NA	"samanata.afm.gz"	"/usr/share/fonts/truetype/fonts-deva-extra/samanata.ttf"	"Samanata"	"Samanata"	"Samanata"	FALSE	FALSE	FALSE	NA
"436"	NA	"Samyak-Devanagari.afm.gz"	"/usr/share/fonts/truetype/samyak/Samyak-Devanagari.ttf"	"Samyak Devanagari"	"Samyak Devanagari"	"Samyak-Devanagari"	FALSE	FALSE	FALSE	NA
"437"	NA	"Samyak-Gujarati.afm.gz"	"/usr/share/fonts/truetype/samyak-fonts/Samyak-Gujarati.ttf"	"Samyak Gujarati"	"Samyak Gujarati"	"Samyak-Gujarati"	FALSE	FALSE	FALSE	NA
"438"	NA	"Samyak-Malayalam.afm.gz"	"/usr/share/fonts/truetype/samyak-fonts/Samyak-Malayalam.ttf"	"Samyak Malayalam"	"Samyak Malayalam"	"Samyak-Malayalam"	FALSE	FALSE	FALSE	NA
"439"	NA	"Samyak-Tamil.afm.gz"	"/usr/share/fonts/truetype/samyak-fonts/Samyak-Tamil.ttf"	"Samyak Tamil"	"Samyak Tamil"	"Samyak-Tamil"	FALSE	FALSE	FALSE	NA
"440"	NA	"Sarai.afm.gz"	"/usr/share/fonts/truetype/Sarai/Sarai.ttf"	"Sarai"	"Sarai"	"Sarai"	FALSE	FALSE	FALSE	NA
"441"	NA	"Sawasdee.afm.gz"	"/usr/share/fonts/truetype/tlwg/Sawasdee.ttf"	"Sawasdee"	"Sawasdee"	"Sawasdee"	FALSE	FALSE	FALSE	NA
"442"	NA	"Sawasdee-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/Sawasdee-Bold.ttf"	"Sawasdee Bold"	"Sawasdee"	"Sawasdee-Bold"	TRUE	FALSE	FALSE	NA
"443"	NA	"Sawasdee-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Sawasdee-BoldOblique.ttf"	"Sawasdee Bold Oblique"	"Sawasdee"	"Sawasdee-BoldOblique"	TRUE	TRUE	FALSE	NA
"444"	NA	"Sawasdee-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Sawasdee-Oblique.ttf"	"Sawasdee Oblique"	"Sawasdee"	"Sawasdee-Oblique"	FALSE	TRUE	FALSE	NA
"445"	NA	"Suruma.afm.gz"	"/usr/share/fonts/truetype/malayalam/Suruma.ttf"	"Suruma"	"Suruma"	"Suruma"	FALSE	FALSE	FALSE	NA
"446"	NA	"TibetanMachineUni.afm.gz"	"/usr/share/fonts/truetype/tibetan-machine/TibetanMachineUni.ttf"	"Tibetan_Machine_Uni"	"Tibetan Machine Uni"	"Tibetan-Machine-Uni"	FALSE	FALSE	FALSE	NA
"447"	NA	"Tinos-Regular.afm.gz"	"/usr/share/fonts/truetype/croscore/Tinos-Regular.ttf"	"Tinos"	"Tinos"	"Tinos"	FALSE	FALSE	FALSE	NA
"448"	NA	"Tinos-Bold.afm.gz"	"/usr/share/fonts/truetype/croscore/Tinos-Bold.ttf"	"Tinos Bold"	"Tinos"	"Tinos-Bold"	TRUE	FALSE	FALSE	NA
"449"	NA	"Tinos-BoldItalic.afm.gz"	"/usr/share/fonts/truetype/croscore/Tinos-BoldItalic.ttf"	"Tinos Bold Italic"	"Tinos"	"Tinos-BoldItalic"	TRUE	TRUE	FALSE	NA
"450"	NA	"Tinos-Italic.afm.gz"	"/usr/share/fonts/truetype/croscore/Tinos-Italic.ttf"	"Tinos Italic"	"Tinos"	"Tinos-Italic"	FALSE	TRUE	FALSE	NA
"451"	NA	"TlwgMono.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgMono.ttf"	"Tlwg Mono"	"TlwgMono"	"TlwgMono"	FALSE	FALSE	FALSE	NA
"452"	NA	"TlwgMono-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgMono-Bold.ttf"	"Tlwg Mono Bold"	"TlwgMono"	"TlwgMono-Bold"	TRUE	FALSE	FALSE	NA
"453"	NA	"TlwgMono-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgMono-BoldOblique.ttf"	"Tlwg Mono Bold Oblique"	"TlwgMono"	"TlwgMono-BoldOblique"	TRUE	TRUE	FALSE	NA
"454"	NA	"TlwgMono-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgMono-Oblique.ttf"	"Tlwg Mono Oblique"	"TlwgMono"	"TlwgMono-Oblique"	FALSE	TRUE	FALSE	NA
"455"	NA	"TlwgTypewriter.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypewriter.ttf"	"Tlwg Typewriter"	"TlwgTypewriter"	"TlwgTypewriter"	FALSE	FALSE	FALSE	NA
"456"	NA	"TlwgTypewriter-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypewriter-Bold.ttf"	"Tlwg Typewriter Bold"	"TlwgTypewriter"	"TlwgTypewriter-Bold"	TRUE	FALSE	FALSE	NA
"457"	NA	"TlwgTypewriter-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypewriter-BoldOblique.ttf"	"Tlwg Typewriter Bold Oblique"	"TlwgTypewriter"	"TlwgTypewriter-BoldOblique"	TRUE	TRUE	FALSE	NA
"458"	NA	"TlwgTypewriter-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypewriter-Oblique.ttf"	"Tlwg Typewriter Oblique"	"TlwgTypewriter"	"TlwgTypewriter-Oblique"	FALSE	TRUE	FALSE	NA
"459"	NA	"TlwgTypist.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypist.ttf"	"Tlwg Typist"	"Tlwg Typist"	"TlwgTypist"	FALSE	FALSE	FALSE	NA
"460"	NA	"TlwgTypist-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypist-Bold.ttf"	"Tlwg Typist Bold"	"Tlwg Typist"	"TlwgTypist-Bold"	TRUE	FALSE	FALSE	NA
"461"	NA	"TlwgTypist-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypist-BoldOblique.ttf"	"Tlwg Typist Bold Oblique"	"Tlwg Typist"	"TlwgTypist-BoldOblique"	TRUE	TRUE	FALSE	NA
"462"	NA	"TlwgTypist-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypist-Oblique.ttf"	"Tlwg Typist Oblique"	"Tlwg Typist"	"TlwgTypist-Oblique"	FALSE	TRUE	FALSE	NA
"463"	NA	"TlwgTypo.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypo.ttf"	"Tlwg Typo"	"Tlwg Typo"	"TlwgTypo"	FALSE	FALSE	FALSE	NA
"464"	NA	"TlwgTypo-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypo-Bold.ttf"	"Tlwg Typo Bold"	"Tlwg Typo"	"TlwgTypo-Bold"	TRUE	FALSE	FALSE	NA
"465"	NA	"TlwgTypo-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypo-BoldOblique.ttf"	"Tlwg Typo Bold Oblique"	"Tlwg Typo"	"TlwgTypo-BoldOblique"	TRUE	TRUE	FALSE	NA
"466"	NA	"TlwgTypo-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/TlwgTypo-Oblique.ttf"	"Tlwg Typo Oblique"	"Tlwg Typo"	"TlwgTypo-Oblique"	FALSE	TRUE	FALSE	NA
"467"	NA	"Ubuntu-R.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-R.ttf"	"Ubuntu"	"Ubuntu"	"Ubuntu"	FALSE	FALSE	FALSE	NA
